Secuencia;Unidad;Eventos;Fecha;Pt. Referencia;Dirección;Velocidad;Temperatura;Conductor;Latitud;Longitud
34;POZ553;Alerta de Inmovilidad;Dec 03 2025 06:57 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450461000;-74.0380275000
33;POZ553;Inmóvil - Detenido;Dec 03 2025 06:55 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450295000;-74.0380271000
32;POZ553;Entrando a Landmark;Dec 03 2025 06:52 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450105000;-74.0380390000
31;POZ553;Ignición Encendida;Dec 03 2025 06:52 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450105000;-74.0380390000
30;POZ553;Saliendo de Landmark;Dec 03 2025 06:24 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450828000;-74.0381230000
29;POZ553;Estacionado;Dec 03 2025 06:24 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450828000;-74.0381230000
28;POZ553;Estacionado;Dec 03 2025 02:24 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450470000;-74.0381523000
27;POZ553;Ignición Apagada;Dec 03 2025 02:14 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450053000;-74.0380730000
26;POZ553;Ignición Encendida;Dec 03 2025 02:13 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7449725000;-74.0379975000
25;POZ553;Ignición Apagada;Dec 03 2025 02:09 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450115000;-74.0380535000
24;POZ553;Ignición Encendida;Dec 03 2025 02:08 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7449951000;-74.0379895000
23;POZ553;Ignición Apagada;Dec 03 2025 02:06 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450441000;-74.0380771000
22;POZ553;Ignición Encendida;Dec 03 2025 02:04 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450273000;-74.0380646000
21;POZ553;Entrando a Landmark;Dec 03 2025 01:47 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450225000;-74.0380293000
20;POZ553;Estacionado;Dec 03 2025 01:47 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450225000;-74.0380293000
19;POZ553;Saliendo de Landmark;Dec 02 2025 09:47 PM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450701000;-74.0379748000
18;POZ553;Estacionado;Dec 02 2025 09:47 PM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450701000;-74.0379748000
17;POZ553;Estacionado;Dec 02 2025 05:47 PM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450383000;-74.0380885000
16;POZ553;Estacionado;Dec 02 2025 01:47 PM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450355000;-74.0381051000
15;POZ553;Estacionado;Dec 02 2025 09:47 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450288000;-74.0381236000
14;POZ553;Entrando a Landmark;Dec 02 2025 05:47 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450270000;-74.0380475000
13;POZ553;Estacionado;Dec 02 2025 05:47 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450270000;-74.0380475000
12;POZ553;Estacionado;Dec 02 2025 01:47 AM;3. PROING - BOGOTA P1;16b14 Calle 166;0;N/A;;4.7450893000;-74.0380763000
11;POZ553;Estacionado;Dec 01 2025 09:47 PM;3. PROING - BOGOTA P1;16b14 Calle 166;0;N/A;;4.7450693000;-74.0381035000
10;POZ553;Saliendo de Landmark;Dec 01 2025 05:47 PM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450946000;-74.0380270000
9;POZ553;Estacionado;Dec 01 2025 05:47 PM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450946000;-74.0380270000
8;POZ553;Entrando a Landmark;Dec 01 2025 01:47 PM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450195000;-74.0380248000
7;POZ553;Estacionado;Dec 01 2025 01:47 PM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450195000;-74.0380248000
6;POZ553;Ignición Apagada;Dec 01 2025 01:37 PM;3. PROING - BOGOTA P1;16b14 Calle 166;0;N/A;;4.7450748000;-74.0381271000
5;POZ553;Saliendo de Landmark;Dec 01 2025 01:37 PM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450680000;-74.0381226000
4;POZ553;Ignición Encendida;Dec 01 2025 01:37 PM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450680000;-74.0381226000
3;POZ553;Estacionado;Dec 01 2025 10:06 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450320000;-74.0380983000
2;POZ553;Estacionado;Dec 01 2025 06:06 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7448830000;-74.0381630000
1;POZ553;Estacionado;Dec 01 2025 02:06 AM;BODEGA TOBERIN;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166;0;N/A;;4.7450438000;-74.0380475000
