,Sequence,Unit,Events,Date,Landmark,Address,Speed,Temperature,Driver,Latitude,Longitude
4983,9314,AFK-949,Landmark OUT,Sep 23 2025 01:38 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,0,,,-12.078158,-76.976087
4985,9312,AFK-949,Landmark IN,Sep 23 2025 01:38 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,0,,,-11.912517,-76.870283
4988,9309,AFK-949,Landmark IN,Sep 23 2025 01:36 PM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913114,-76.869946
4990,9307,AFK-949,Landmark IN,Sep 23 2025 01:35 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,0,,,-11.913121,-76.869934
4994,9303,AFK-949,Landmark IN,Sep 23 2025 01:35 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,0,,,-11.913409,-76.870079
4998,9299,AFK-949,Landmark IN,Sep 23 2025 01:32 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,0,,,-11.913421,-76.870101
5005,9292,AFK-949,Landmark OUT,Sep 23 2025 01:29 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,38,,,-11.915729,-76.868199
5007,9290,AFK-949,Landmark OUT,Sep 23 2025 01:28 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,38,,,-11.919164,-76.868855
5009,9288,AFK-949,Landmark OUT,Sep 23 2025 01:28 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,35,,,-11.920998,-76.869688
5017,9280,AFK-949,Landmark OUT,Sep 23 2025 01:25 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,14,,,-11.927855,-76.871826
5020,9277,AFK-949,Landmark OUT,Sep 23 2025 01:25 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,22,,,-11.929362,-76.871129
5023,9274,AFK-949,Landmark OUT,Sep 23 2025 01:24 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,0,,,-11.930191,-76.8693
5303,8994,AFK-949,Landmark OUT,Sep 23 2025 09:39 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,38,,,-11.956507,-77.060182
5307,8990,AFK-949,Landmark OUT,Sep 23 2025 09:36 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,0,,,-11.950635,-77.060197
5316,8981,AFK-949,Landmark OUT,Sep 23 2025 09:33 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,27,,,-11.945919,-77.060826
5320,8977,AFK-949,Landmark OUT,Sep 23 2025 09:30 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,25,,,-11.937498,-77.057937
5323,8974,AFK-949,Landmark OUT,Sep 23 2025 09:28 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,33,,,-11.932314,-77.055036
5325,8972,AFK-949,Landmark OUT,Sep 23 2025 09:26 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,0,,,-11.925547,-77.052157
5330,8967,AFK-949,Landmark OUT,Sep 23 2025 09:23 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,16,,,-11.914967,-77.047921
5333,8964,AFK-949,Landmark OUT,Sep 23 2025 09:21 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,56,,,-11.908487,-77.044288
5337,8960,AFK-949,Landmark OUT,Sep 23 2025 09:18 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,17,,,-11.901041,-77.040083
5345,8952,AFK-949,Landmark OUT,Sep 23 2025 09:13 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,0,,,-11.908626,-77.034631
5350,8947,AFK-949,Landmark OUT,Sep 23 2025 09:12 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,14,,,-11.912554,-77.038925
5352,8945,AFK-949,Landmark IN,Sep 23 2025 09:11 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,9,,,-11.912677,-77.038473
5355,8942,AFK-949,Landmark IN,Sep 23 2025 09:11 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,11,,,-11.912958,-77.038002
5356,8941,AFK-949,Landmark IN,Sep 23 2025 09:10 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,0,,,-11.913237,-77.037302
5360,8937,AFK-949,Landmark IN,Sep 23 2025 09:08 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,0,,,-11.913286,-77.037216
5363,8934,AFK-949,Landmark IN,Sep 23 2025 09:07 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,0,,,-11.9133,-77.037206
5365,8932,AFK-949,Landmark IN,Sep 23 2025 09:07 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,0,,,-11.9133,-77.037206
5367,8930,AFK-949,Landmark IN,Sep 23 2025 08:36 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,0,,,-11.9133,-77.037206
5369,8928,AFK-949,Landmark IN,Sep 23 2025 08:36 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,0,,,-11.9133,-77.037206
5371,8926,AFK-949,Landmark OUT,Sep 23 2025 08:36 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,0,,,-12.074575,-76.972241
5373,8924,AFK-949,Landmark OUT,Sep 23 2025 08:35 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,0,,,-12.074575,-76.972241
5376,8921,AFK-949,Landmark IN,Sep 23 2025 08:10 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,0,,,-11.913218,-77.037258
5378,8919,AFK-949,Landmark IN,Sep 23 2025 08:09 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,0,,,-11.913218,-77.037258
5381,8916,AFK-949,Landmark IN,Sep 23 2025 08:09 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,0,,,-11.913218,-77.037258
5383,8914,AFK-949,Landmark IN,Sep 23 2025 08:09 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,0,,,-11.913163,-77.037242
5386,8911,AFK-949,Landmark IN,Sep 23 2025 07:43 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,0,,,-11.913163,-77.037242
5388,8909,AFK-949,Landmark IN,Sep 23 2025 07:43 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,0,,,-11.913163,-77.037242
5391,8906,AFK-949,Landmark IN,Sep 23 2025 07:43 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,0,,,-11.913146,-77.03725
5394,8903,AFK-949,Landmark IN,Sep 23 2025 07:42 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,12,,,-11.91313,-77.037811
5396,8901,AFK-949,Landmark IN,Sep 23 2025 07:42 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,12,,,-11.912903,-77.0381
5399,8898,AFK-949,Landmark OUT,Sep 23 2025 07:41 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,0,,,-11.912677,-77.038878
5411,8886,AFK-949,Landmark OUT,Sep 23 2025 07:15 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,14,,,-11.91368,-77.039456
5412,8885,AFK-949,Landmark OUT,Sep 23 2025 07:15 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,0,,,-11.913901,-77.039609
5419,8878,AFK-949,Landmark OUT,Sep 23 2025 07:13 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,16,,,-11.908482,-77.034568
5956,8341,AFK-949,Landmark OUT,Sep 21 2025 06:09 AM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,40,,,-11.918421,-76.869048
5958,8339,AFK-949,Landmark OUT,Sep 21 2025 06:08 AM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,35,,,-11.91522,-76.868089
5968,8329,AFK-949,Landmark IN,Sep 21 2025 05:55 AM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913058,-76.870011
5972,8325,AFK-949,Landmark IN,Sep 21 2025 05:52 AM,Balanza Petramas,Vía Sin Nombre,0,,,-11.912991,-76.870071
5984,8313,AFK-949,Landmark OUT,Sep 21 2025 05:48 AM,Balanza Petramas,Vía Sin Nombre,0,,,-11.910134,-76.869314
5991,8306,AFK-949,Landmark IN,Sep 21 2025 05:47 AM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,28,,,-11.909202,-76.869158
5994,8303,AFK-949,Landmark IN,Sep 21 2025 05:47 AM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,22,,,-11.90902,-76.870481
5997,8300,AFK-949,Landmark OUT,Sep 21 2025 05:46 AM,Balanza Petramas,Vía Sin Nombre,27,,,-11.911443,-76.870452
5998,8299,AFK-949,Landmark OUT,Sep 21 2025 05:45 AM,Balanza Petramas,Vía Sin Nombre,0,,,-11.912457,-76.870322
6000,8297,AFK-949,Landmark IN,Sep 21 2025 05:44 AM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913054,-76.870007
6003,8294,AFK-949,Landmark IN,Sep 21 2025 05:42 AM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913176,-76.869927
6009,8288,AFK-949,Landmark OUT,Sep 21 2025 05:40 AM,Balanza Petramas,Vía Sin Nombre,9,,,-11.913343,-76.870133
6016,8281,AFK-949,Landmark IN,Sep 21 2025 05:36 AM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,0,,,-11.913327,-76.870122
6140,8157,AFK-949,Landmark OUT,Sep 21 2025 04:24 AM,INCOR,465 417 417 455 483 495-457 Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón,0,,,-12.0767,-77.039804
6144,8153,AFK-949,Landmark OUT,Sep 21 2025 04:24 AM,INCOR,465 417 417 455 483 495-457 Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón,14,,,-12.076784,-77.04006
6145,8152,AFK-949,Landmark OUT,Sep 21 2025 04:24 AM,INCOR,465 417 417 455 483 495-457 Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón,0,,,-12.076778,-77.040389
6150,8147,AFK-949,Landmark IN,Sep 21 2025 04:21 AM,INCOR,465 417 417 455 483 495-457 Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón,0,,,-12.07733,-77.040411
6152,8145,AFK-949,Landmark IN,Sep 21 2025 04:20 AM,INCOR,465 417 417 455 483 495-457 Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón,0,,,-12.07733,-77.040411
6159,8138,AFK-949,Landmark IN,Sep 21 2025 04:02 AM,INCOR,465 417 417 455 483 495-457 Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón,0,,,-12.077274,-77.040385
6162,8135,AFK-949,Landmark IN,Sep 21 2025 04:01 AM,INCOR,465 417 417 455 483 495-457 Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón,0,,,-12.077274,-77.040385
6164,8133,AFK-949,Landmark IN,Sep 21 2025 04:01 AM,INCOR,465 417 417 455 483 495-457 Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón,0,,,-12.077196,-77.040368
6173,8124,AFK-949,Landmark OUT,Sep 21 2025 03:55 AM,INCOR,465 417 417 455 483 495-457 Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón,0,,,-12.076844,-77.040396
6599,7698,AFK-949,Landmark OUT,Sep 20 2025 12:46 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,38,,,-11.91455,-76.868509
6608,7689,AFK-949,Landmark IN,Sep 20 2025 12:07 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,0,,,-11.913386,-76.869553
6613,7684,AFK-949,Landmark OUT,Sep 20 2025 12:06 PM,Balanza Petramas,Vía Sin Nombre,11,,,-11.913117,-76.8698
6614,7683,AFK-949,Landmark IN,Sep 20 2025 12:06 PM,Balanza Petramas,Vía Sin Nombre,0,,,-11.912998,-76.870078
6616,7681,AFK-949,Landmark IN,Sep 20 2025 12:05 PM,Balanza Petramas,Vía Sin Nombre,0,,,-11.912998,-76.870078
6621,7676,AFK-949,Landmark IN,Sep 20 2025 12:03 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,0,,,-11.912787,-76.870277
6643,7654,AFK-949,Landmark OUT,Sep 20 2025 11:50 AM,Balanza Petramas,Vía Sin Nombre,0,,,-11.910034,-76.86965
6657,7640,AFK-949,Landmark OUT,Sep 20 2025 11:41 AM,Balanza Petramas,Vía Sin Nombre,17,,,-11.909697,-76.868208
6669,7628,AFK-949,Landmark IN,Sep 20 2025 11:37 AM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913128,-76.869953
6671,7626,AFK-949,Landmark IN,Sep 20 2025 11:36 AM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913128,-76.869953
6676,7621,AFK-949,Landmark IN,Sep 20 2025 11:35 AM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,0,,,-11.913373,-76.870073
6680,7617,AFK-949,Landmark OUT,Sep 20 2025 11:33 AM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913379,-76.870092
6692,7605,AFK-949,Landmark OUT,Sep 20 2025 11:27 AM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,32,,,-11.914709,-76.868376
6694,7603,AFK-949,Landmark OUT,Sep 20 2025 11:26 AM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,33,,,-11.917717,-76.868988
6904,7393,AFK-949,Landmark OUT,Sep 20 2025 08:48 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,11,,,-11.912593,-77.038968
6928,7369,AFK-949,Landmark IN,Sep 20 2025 07:22 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,0,,,-11.912866,-77.038091
8287,6010,AFK-949,Landmark OUT,Sep 08 2025 05:28 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,20,,,-11.922133,-76.871048
8290,6007,AFK-949,Landmark OUT,Sep 08 2025 05:26 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,17,,,-11.915533,-76.868173
8293,6004,AFK-949,Landmark IN,Sep 08 2025 05:25 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,12,,,-11.913931,-76.869121
8297,6000,AFK-949,Landmark OUT,Sep 08 2025 04:32 PM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913231,-76.869745
8299,5998,AFK-949,Landmark OUT,Sep 08 2025 04:31 PM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913231,-76.869745
8302,5995,AFK-949,Landmark OUT,Sep 08 2025 04:31 PM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913219,-76.869732
8305,5992,AFK-949,Landmark OUT,Sep 08 2025 04:31 PM,Balanza Petramas,Vía Sin Nombre,11,,,-11.913155,-76.869685
8307,5990,AFK-949,Landmark IN,Sep 08 2025 04:31 PM,Balanza Petramas,Vía Sin Nombre,9,,,-11.913135,-76.869931
8308,5989,AFK-949,Landmark IN,Sep 08 2025 04:31 PM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913112,-76.870028
8310,5987,AFK-949,Landmark IN,Sep 08 2025 04:30 PM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913091,-76.87005
8312,5985,AFK-949,Landmark IN,Sep 08 2025 04:29 PM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913076,-76.870029
8342,5955,AFK-949,Landmark OUT,Sep 08 2025 04:11 PM,Balanza Petramas,Vía Sin Nombre,17,,,-11.909699,-76.868185
8344,5953,AFK-949,Landmark OUT,Sep 08 2025 04:11 PM,Balanza Petramas,Vía Sin Nombre,17,,,-11.909478,-76.868253
8347,5950,AFK-949,Landmark OUT,Sep 08 2025 04:10 PM,Balanza Petramas,Vía Sin Nombre,17,,,-11.909164,-76.870683
8352,5945,AFK-949,Landmark IN,Sep 08 2025 04:06 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,0,,,-11.913131,-76.869998
8354,5943,AFK-949,Landmark IN,Sep 08 2025 04:06 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,0,,,-11.913147,-76.869991
8357,5940,AFK-949,Landmark IN,Sep 08 2025 04:05 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,0,,,-11.913424,-76.870209
8359,5938,AFK-949,Landmark IN,Sep 08 2025 04:04 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,0,,,-11.913424,-76.870209
8363,5934,AFK-949,Landmark IN,Sep 08 2025 04:01 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,0,,,-11.913424,-76.870209
8365,5932,AFK-949,Landmark IN,Sep 08 2025 04:01 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,0,,,-11.913404,-76.870179
8367,5930,AFK-949,Landmark OUT,Sep 08 2025 04:01 PM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913393,-76.870141
8370,5927,AFK-949,Landmark OUT,Sep 08 2025 04:01 PM,Balanza Petramas,Vía Sin Nombre,12,,,-11.913467,-76.870171
8374,5923,AFK-949,Landmark OUT,Sep 08 2025 04:00 PM,Balanza Petramas,Vía Sin Nombre,24,,,-11.91395,-76.869137
8376,5921,AFK-949,Landmark OUT,Sep 08 2025 03:59 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,33,,,-11.917652,-76.868971
8488,5809,AFK-949,Landmark OUT,Sep 08 2025 02:51 PM,Hospital H. Valdizan,3978 1315 3964 3964 3982 Carretera Central Avenida Nicolás Ayllón/Carretera Central Carretera Centra,17,,,-12.047622,-76.947351
8492,5805,AFK-949,Landmark OUT,Sep 08 2025 02:51 PM,Hospital H. Valdizan,3978 1315 3964 3964 3982 Carretera Central Avenida Nicolás Ayllón/Carretera Central Carretera Centra,25,,,-12.047199,-76.946722
8494,5803,AFK-949,Landmark IN,Sep 08 2025 02:51 PM,Hospital H. Valdizan,3978 1315 3964 3964 3982 Carretera Central Avenida Nicolás Ayllón/Carretera Central Carretera Centra,0,,,-12.046912,-76.946444
8520,5777,AFK-949,Landmark IN,Sep 08 2025 01:47 PM,Hospital H. Valdizan,3978 1315 3964 3964 3982 Carretera Central Avenida Nicolás Ayllón/Carretera Central Carretera Centra,11,,,-12.047002,-76.946302
8659,5638,AFK-949,Landmark OUT,Sep 08 2025 11:57 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,11,,,-11.912632,-77.038665
8698,5599,AFK-949,Landmark IN,Sep 08 2025 07:47 AM,Hospital Sergio E. Bernales,201 102 225 Jirón Mariscal Caceres Jirón Mariscal Caceres Avenida Túpac Amaru Los Nardos Jirón Maris,0,,,-11.913246,-77.037196
8997,5300,AFK-949,Landmark OUT,Sep 07 2025 06:33 AM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,33,,,-11.914921,-76.868153
9001,5296,AFK-949,Landmark OUT,Sep 07 2025 06:31 AM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913228,-76.869727
9011,5286,AFK-949,Landmark IN,Sep 07 2025 06:16 AM,Balanza Petramas,Vía Sin Nombre,9,,,-11.913043,-76.86987
9015,5282,AFK-949,Landmark IN,Sep 07 2025 06:15 AM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913042,-76.870015
9017,5280,AFK-949,Landmark IN,Sep 07 2025 06:15 AM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913042,-76.870015
9031,5266,AFK-949,Landmark OUT,Sep 07 2025 06:09 AM,Balanza Petramas,Vía Sin Nombre,0,,,-11.910094,-76.8696
9036,5261,AFK-949,Landmark OUT,Sep 07 2025 06:08 AM,Balanza Petramas,Vía Sin Nombre,20,,,-11.910369,-76.869051
9047,5250,AFK-949,Landmark IN,Sep 07 2025 06:04 AM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913138,-76.869975
9049,5248,AFK-949,Landmark IN,Sep 07 2025 06:03 AM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913138,-76.869975
9051,5246,AFK-949,Landmark IN,Sep 07 2025 06:02 AM,Balanza Petramas,Vía Sin Nombre,0,,,-11.91319,-76.869935
9056,5241,AFK-949,Landmark OUT,Sep 07 2025 06:00 AM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913474,-76.870178
9061,5236,AFK-949,Landmark OUT,Sep 07 2025 05:56 AM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913465,-76.870164
9063,5234,AFK-949,Landmark OUT,Sep 07 2025 05:56 AM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913425,-76.870103
9067,5230,AFK-949,Landmark IN,Sep 07 2025 05:56 AM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,28,,,-11.913645,-76.869419
9193,5104,AFK-949,Landmark OUT,Sep 07 2025 04:41 AM,INCOR,465 417 417 455 483 495-457 Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón,0,,,-12.077009,-77.0404
9204,5093,AFK-949,Landmark IN,Sep 07 2025 04:02 AM,INCOR,465 417 417 455 483 495-457 Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón,0,,,-12.077143,-77.040387
9216,5081,AFK-949,Landmark OUT,Sep 07 2025 03:55 AM,INCOR,465 417 417 455 483 495-457 Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón,0,,,-12.076964,-77.040392
9218,5079,AFK-949,Landmark IN,Sep 07 2025 03:54 AM,INCOR,465 417 417 455 483 495-457 Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón Coronel Zegarra Jirón,0,,,-12.07733,-77.040375
9476,4821,AFK-949,Landmark OUT,Sep 06 2025 02:33 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,25,,,-11.929154,-76.871436
9480,4817,AFK-949,Landmark OUT,Sep 06 2025 02:32 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,43,,,-11.927512,-76.870829
9484,4813,AFK-949,Landmark OUT,Sep 06 2025 02:31 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,20,,,-11.922753,-76.871171
9487,4810,AFK-949,Landmark OUT,Sep 06 2025 02:30 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,35,,,-11.915573,-76.868188
9489,4808,AFK-949,Landmark IN,Sep 06 2025 02:29 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,28,,,-11.913555,-76.869504
9496,4801,AFK-949,Landmark IN,Sep 06 2025 01:52 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,0,,,-11.913255,-76.869761
9499,4798,AFK-949,Landmark OUT,Sep 06 2025 01:52 PM,Balanza Petramas,Vía Sin Nombre,12,,,-11.913139,-76.86986
9500,4797,AFK-949,Landmark IN,Sep 06 2025 01:51 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,0,,,-11.913067,-76.87002
9502,4795,AFK-949,Landmark IN,Sep 06 2025 01:50 PM,Balanza Petramas,Vía Sin Nombre,0,,,-11.913067,-76.87002
9506,4791,AFK-949,Landmark IN,Sep 06 2025 01:48 PM,RELLENO DE SEGURIDAD HUAYCOLORO - PETRAMAS,Vía Sin Nombre,38,,,-11.909924,-76.870689
