,Sequence,Unit,Events,Date,Landmark,Address,Speed,Temperature,Driver,Latitude,Longitude
507,330,LPL614,Drive,Jun 01 2025 08:47 AM,,"Km 19 de la vía Sincelejo - Carmen de Bolivar, , Sucre",67,,,9.448839,-75.2261613
508,329,LPL614,Drive,Jun 01 2025 08:46 AM,,"Km 18 de la vía Sincelejo - Carmen de Bolivar, , Sucre",69,,,9.442832,-75.2315636
509,328,LPL614,Drive,Jun 01 2025 08:45 AM,,"Av 78, Sincelejo, Sucre",17,,,9.432787,-75.2317221
512,325,LPL614,Drive,Jun 01 2025 08:43 AM,,"Km 15 de la vía Sincelejo - Carmen de Bolivar, , Sucre",67,,,9.4245156,-75.2445985
513,324,LPL614,Drive,Jun 01 2025 08:43 AM,,"Km 15 de la vía Sincelejo - Carmen de Bolivar, , Sucre",67,,,9.4225883,-75.2449998
514,323,LPL614,Drive,Jun 01 2025 08:43 AM,,"Av 25, Sincelejo, Sucre, Colombia",65,,,9.4209678,-75.2446243
515,322,LPL614,Drive,Jun 01 2025 08:41 AM,,"Km 13 de la vía Sincelejo - Carmen de Bolivar, , Sucre, Colombia",69,,,9.4113998,-75.2556056
516,321,LPL614,Drive,Jun 01 2025 08:39 AM,,"I-25 # 1 a 99, Los Palmitos, Sucre, Colombia",59,,,9.3968755,-75.2656601
517,320,LPL614,Drive,Jun 01 2025 08:39 AM,,"Av 25, Sincelejo, Sucre",65,,,9.3930783,-75.2676056
518,319,LPL614,Drive,Jun 01 2025 08:38 AM,,"Av 25, Sincelejo, Sucre",46,,,9.3832331,-75.2704766
519,318,LPL614,Drive,Jun 01 2025 08:36 AM,,"Av 25, Sincelejo, Sucre",56,,,9.3699848,-75.272445
520,317,LPL614,Drive,Jun 01 2025 08:35 AM,,"Km 7 de la vía Sincelejo - Carmen de Bolivar, , Sucre",72,,,9.3669666,-75.2740933
521,316,LPL614,Drive,Jun 01 2025 08:35 AM,,"Km 7 de la vía Sincelejo - Carmen de Bolivar, , Sucre",70,,,9.3666065,-75.2743741
522,315,LPL614,Drive,Jun 01 2025 08:33 AM,,"Av 25, Sincelejo, Sucre",59,,,9.3520778,-75.2858771
523,314,LPL614,Drive,Jun 01 2025 08:33 AM,,"Av 25, Sincelejo, Sucre",67,,,9.3467161,-75.2841218
524,313,LPL614,Drive,Jun 01 2025 08:32 AM,,"Km 3 de la vía Sincelejo - Carmen de Bolivar, , Sucre",62,,,9.3381611,-75.2814041
525,312,LPL614,Drive,Jun 01 2025 08:31 AM,,"Km 3 de la vía Sincelejo - Carmen de Bolivar, , Sucre",51,,,9.3321883,-75.280955
526,311,LPL614,Drive,Jun 01 2025 08:30 AM,,"Av 25, Sincelejo, Sucre",38,,,9.3246195,-75.2846975
527,310,LPL614,Drive,Jun 01 2025 08:28 AM,,"Av 25, Sincelejo, Sucre",25,,,9.324541,-75.2912315
528,309,LPL614,Drive,Jun 01 2025 08:28 AM,,"Av 25, Sincelejo, Sucre",30,,,9.3239155,-75.2933023
529,308,LPL614,Drive,Jun 01 2025 08:26 AM,,"Cl. 35 ##1943, Corozal, Sucre, Colombia",30,,,9.3190288,-75.2999836
530,307,LPL614,Drive,Jun 01 2025 08:25 AM,,"Av 25, Sincelejo, Sucre",35,,,9.3185086,-75.3016146
531,306,LPL614,Drive,Jun 01 2025 08:25 AM,,"Av 25, Sincelejo, Sucre",35,,,9.3189586,-75.3035976
532,305,LPL614,Drive,Jun 01 2025 08:24 AM,,"Av 25, Sincelejo, Sucre, Colombia",40,,,9.3214218,-75.3072123
533,304,LPL614,Drive,Jun 01 2025 08:23 AM,,"Sincelejo-Corozal, Morroa, Sucre, Colombia",57,,,9.3224735,-75.3160768
536,301,LPL614,Drive,Jun 01 2025 08:22 AM,,"Km 60 de la vía Sincelejo - Carmen de Bolivar, , Sucre",22,,,9.3186006,-75.3202805
537,300,LPL614,Drive,Jun 01 2025 08:20 AM,,"Av 25, Sincelejo, Sucre",57,,,9.3176471,-75.3245665
538,299,LPL614,Drive,Jun 01 2025 08:20 AM,,"Av 25, Sincelejo, Sucre",51,,,9.3185208,-75.3279263
539,298,LPL614,Drive,Jun 01 2025 08:18 AM,,"Sincelejo-Corozal, Morroa, Sucre, Colombia",41,,,9.3137778,-75.3427031
540,297,LPL614,Drive,Jun 01 2025 08:17 AM,,"I-25 # 1, Corozal, Sucre, Colombia",40,,,9.3119656,-75.3449971
542,295,LPL614,Drive,Jun 01 2025 08:16 AM,,"Km 63 de la vía Sincelejo - Carmen de Bolivar, , Sucre, Colombia",78,,,9.3038583,-75.343628
543,294,LPL614,Drive,Jun 01 2025 08:16 AM,,"Km 70 de la vía Sincelejo - Carmen de Bolivar, , Sucre, Colombia",83,,,9.3014538,-75.3450196
544,293,LPL614,Drive,Jun 01 2025 08:15 AM,,"Sincelejo - Las Palmas, Sincelejo, Sucre, Colombia",80,,,9.2893196,-75.3537965
547,290,LPL614,Drive,Jun 01 2025 08:13 AM,,"Sincelejo - Choco, Sincelejo, Sucre, Colombia",86,,,9.2736428,-75.3750336
557,280,LPL614,Drive,Jun 01 2025 08:09 AM,,"Av 25, Sincelejo, Sucre, Colombia",77,,,9.2529928,-75.4047575
560,277,LPL614,Drive,Jun 01 2025 08:08 AM,,"Av 25, Sincelejo, Sucre, Colombia",43,,,9.2465723,-75.4127405
561,276,LPL614,Drive,Jun 01 2025 08:08 AM,,"Sincelejo-Sampués, Sincelejo, Sucre, Colombia",38,,,9.2458015,-75.4131023
563,274,LPL614,Drive,Jun 01 2025 08:08 AM,,"Sincelejo-Sampués, Sincelejo, Sucre, Colombia",33,,,9.2453843,-75.4139901
564,273,LPL614,Drive,Jun 01 2025 08:07 AM,,"Sincelejo-Sampués, La Gallera, Sincelejo, Sucre, Colombia",75,,,9.2362383,-75.417257
565,272,LPL614,Drive,Jun 01 2025 08:05 AM,,"Av 25, Sincelejo, Sucre",74,,,9.2217271,-75.4091355
573,264,LPL614,Drive,Jun 01 2025 08:01 AM,,"Av 25, Sampues, Sucre",78,,,9.1916658,-75.3847128
574,263,LPL614,Drive,Jun 01 2025 08:01 AM,,"Av 25, Sampues, Sucre",70,,,9.1909853,-75.383989
575,262,LPL614,Drive,Jun 01 2025 08:01 AM,,"Av 25, Sampues, Sucre",51,,,9.1845756,-75.3833433
576,261,LPL614,Drive,Jun 01 2025 07:59 AM,,"Km 30 de la vía Sahagún - SanpuÚs, , Sucre",46,,,9.1791228,-75.3911471
577,260,LPL614,Drive,Jun 01 2025 07:58 AM,,"Av 25, Sampues, Sucre",57,,,9.1733078,-75.3945003
578,259,LPL614,Drive,Jun 01 2025 07:57 AM,,"Av 25, Sampues, Sucre",57,,,9.1667366,-75.3933791
579,258,LPL614,Drive,Jun 01 2025 07:57 AM,,"Av 25, Sampues, Sucre",59,,,9.1617958,-75.391183
580,257,LPL614,Drive,Jun 01 2025 07:55 AM,,"Av 25, Chinu, Cordoba",65,,,9.1479935,-75.3787233
581,256,LPL614,Drive,Jun 01 2025 07:54 AM,,"Av 25, Chinu, Cordoba",64,,,9.1457906,-75.3792681
582,255,LPL614,Drive,Jun 01 2025 07:54 AM,,"Av 25, Chinu, Cordoba",62,,,9.1447585,-75.3815145
583,254,LPL614,Drive,Jun 01 2025 07:54 AM,,"Av 25, Chinu, Cordoba",54,,,9.1411343,-75.3835648
584,253,LPL614,Drive,Jun 01 2025 07:53 AM,,"Av 25, Chinu, Cordoba",62,,,9.140527,-75.3842053
585,252,LPL614,Drive,Jun 01 2025 07:53 AM,,"Av 25, Chinu, Cordoba",64,,,9.1401361,-75.3857626
586,251,LPL614,Drive,Jun 01 2025 07:53 AM,,"Km 24 de la vía Sahagún - SanpuÚs, , Córdoba",65,,,9.1375696,-75.3890383
587,250,LPL614,Drive,Jun 01 2025 07:52 AM,,"Av 25, Chinu, Cordoba",70,,,9.1330145,-75.3883728
588,249,LPL614,Drive,Jun 01 2025 07:51 AM,,"Av 25, Chinu, Cordoba",16,,,9.1189856,-75.3934808
589,248,LPL614,Drive,Jun 01 2025 07:50 AM,,"Av 25, Chinu, Cordoba",56,,,9.1157863,-75.3955268
590,247,LPL614,Drive,Jun 01 2025 07:49 AM,,"Av 25, Chinu, Cordoba",17,,,9.1105585,-75.4004221
591,246,LPL614,Drive,Jun 01 2025 07:47 AM,,"Av 25, Chinu, Cordoba",53,,,9.105148,-75.4043723
592,245,LPL614,Drive,Jun 01 2025 07:46 AM,,"Av 25, Chinu, Cordoba",14,,,9.1000356,-75.4052956
593,244,LPL614,Drive,Jun 01 2025 07:45 AM,,"Av 25, Chinu, Cordoba",62,,,9.0908233,-75.4069345
597,240,LPL614,Drive,Jun 01 2025 07:43 AM,,"Av 25, Chinu, Cordoba",72,,,9.0676366,-75.4190391
603,234,LPL614,Drive,Jun 01 2025 07:38 AM,,"Km 10 de la vía Sahagún - SanpuÚs, , Córdoba",67,,,9.040035,-75.4520205
610,227,LPL614,Drive,Jun 01 2025 07:35 AM,,"Av 25, Chinu, Cordoba",70,,,9.0005121,-75.457276
611,226,LPL614,Drive,Jun 01 2025 07:34 AM,,"Km 5 de la vía Sahagún - SanpuÚs, , Córdoba",69,,,8.9974158,-75.455869
616,221,LPL614,Drive,Jun 01 2025 07:33 AM,,"Km 3 de la vía Sahagún - SanpuÚs, , Córdoba",62,,,8.9808091,-75.4556966
617,220,LPL614,Drive,Jun 01 2025 07:31 AM,,"Av 25, Chinu, Cordoba",67,,,8.9662981,-75.4531508
618,219,LPL614,Drive,Jun 01 2025 07:31 AM,,"Av 25, Chinu, Cordoba",57,,,8.9611816,-75.4522681
619,218,LPL614,Drive,Jun 01 2025 07:29 AM,,"I-25 # 1 a 99, Sahagún, Córdoba, Colombia",43,,,8.9548995,-75.4543786
620,217,LPL614,Drive,Jun 01 2025 07:28 AM,,"Av 25, Chinu, Cordoba",46,,,8.9497391,-75.4523301
621,216,LPL614,Drive,Jun 01 2025 07:27 AM,,"Av 25, Chinu, Cordoba",57,,,8.9437411,-75.4486955
622,215,LPL614,Drive,Jun 01 2025 07:26 AM,,"Av 25, Chinu, Cordoba",28,,,8.9394045,-75.4442696
623,214,LPL614,Drive,Jun 01 2025 07:25 AM,,"Av 25, Chinu, Cordoba",37,,,8.9342796,-75.4424523
624,213,LPL614,Drive,Jun 01 2025 07:24 AM,,"Km 70 de la vía Planeta Rica - Sahagún, , Córdoba",27,,,8.9288305,-75.4434371
630,207,LPL614,Drive,Jun 01 2025 07:21 AM,,"Av 25, Chinu, Cordoba",70,,,8.9072981,-75.4494286
633,204,LPL614,Drive,Jun 01 2025 07:20 AM,,"Av 25, Chinu, Cordoba, Colombia",77,,,8.892743,-75.4581563
634,203,LPL614,Drive,Jun 01 2025 07:19 AM,,"Av 25, Chinu, Cordoba, Colombia",69,,,8.8891815,-75.4597763
640,197,LPL614,Drive,Jun 01 2025 07:16 AM,,"Sahagún-La Ye, Sahagún, Córdoba, Colombia",67,,,8.8556436,-75.4666333
641,196,LPL614,Drive,Jun 01 2025 07:15 AM,,"Sahagún-La Ye, Sahagún, Córdoba, Colombia",62,,,8.8486871,-75.4704556
646,191,LPL614,Drive,Jun 01 2025 07:12 AM,,"Sahagún-La Ye, Sahagún, Córdoba, Colombia",61,,,8.8242003,-75.4934916
647,190,LPL614,Drive,Jun 01 2025 07:11 AM,,"Km 56 de la vía Planeta Rica - Sahagún, , Córdoba",24,,,8.8220273,-75.4983206
648,189,LPL614,Drive,Jun 01 2025 07:10 AM,,"Km 55 de la vía Planeta Rica - Sahagún, , Córdoba",62,,,8.8190613,-75.5043711
649,188,LPL614,Drive,Jun 01 2025 07:10 AM,,"Córdoba - Sucre, Sahagún, Córdoba, Colombia",59,,,8.8154026,-75.5087303
650,187,LPL614,Drive,Jun 01 2025 07:08 AM,,"Km 53 de la vía Planeta Rica - Sahagún, , Córdoba",56,,,8.802848,-75.5039981
651,186,LPL614,Drive,Jun 01 2025 07:08 AM,,"La Ye-Colomboy, Sahagún, Córdoba, Colombia",59,,,8.8019536,-75.5033405
652,185,LPL614,Drive,Jun 01 2025 07:08 AM,,"La Ye-Colomboy, Sahagún, Córdoba, Colombia",57,,,8.799865,-75.5034153
653,184,LPL614,Drive,Jun 01 2025 07:07 AM,,"La Ye-Colomboy, Sahagún, Córdoba, Colombia",67,,,8.791174,-75.5015295
654,183,LPL614,Drive,Jun 01 2025 07:05 AM,,"La Ye-El Viajano, Sahagún, Córdoba, Colombia",49,,,8.7766675,-75.4995166
655,182,LPL614,Drive,Jun 01 2025 07:04 AM,,"25 #47, Sahagún, Córdoba, Colombia",46,,,8.7724091,-75.4985753
658,179,LPL614,Drive,Jun 01 2025 07:03 AM,,"Km 47 de la vía Planeta Rica - Sahagún, , Córdoba",59,,,8.7579323,-75.4893046
659,178,LPL614,Drive,Jun 01 2025 07:02 AM,,"I-25 # 2 a 100, Sahagún, Córdoba, Colombia",56,,,8.7495368,-75.490379
660,177,LPL614,Drive,Jun 01 2025 07:01 AM,,"Colomboy-La Ye, Sahagún, Córdoba, Colombia",70,,,8.7427421,-75.4914096
665,172,LPL614,Drive,Jun 01 2025 06:58 AM,,"Km 42 de la vía Planeta Rica - Sahagún, , Córdoba",69,,,8.7101325,-75.4958191
666,171,LPL614,Drive,Jun 01 2025 06:57 AM,,"Km 41 de la vía Planeta Rica - Sahagún, , Córdoba",62,,,8.7010453,-75.4974975
667,170,LPL614,Drive,Jun 01 2025 06:56 AM,,"Km 40 de la vía Planeta Rica - Sahagún, , Córdoba",64,,,8.6956118,-75.5008628
670,167,LPL614,Drive,Jun 01 2025 06:54 AM,,"MGH5+C7, Sahagún, Córdoba, Colombia",62,,,8.679101,-75.4922273
671,166,LPL614,Drive,Jun 01 2025 06:53 AM,,"El Viajano-Colomboy, Sahagún, Córdoba, Colombia",61,,,8.6699681,-75.4954988
672,165,LPL614,Drive,Jun 01 2025 06:53 AM,,"Km 36 de la vía Planeta Rica - Sahagún, , Córdoba",72,,,8.6659388,-75.4963695
673,164,LPL614,Drive,Jun 01 2025 06:52 AM,,"Km 36 de la vía Planeta Rica - Sahagún, , Córdoba",62,,,8.6638993,-75.496027
674,163,LPL614,Drive,Jun 01 2025 06:51 AM,,"El Viajano-Colomboy, Sahagún, Córdoba, Colombia",62,,,8.6493803,-75.493506
675,162,LPL614,Drive,Jun 01 2025 06:50 AM,,"JGW4+Q7 Sahagún, Córdoba, Colombia",69,,,8.646948,-75.4943213
676,161,LPL614,Drive,Jun 01 2025 06:50 AM,,"El Viajano-Colomboy, Sahagún, Córdoba, Colombia",56,,,8.64463,-75.4945223
677,160,LPL614,Drive,Jun 01 2025 06:49 AM,,"JGQ6+Q6, Sahagún, Córdoba, Colombia",54,,,8.6394718,-75.4890628
678,159,LPL614,Drive,Jun 01 2025 06:49 AM,,"JGQ6+Q6, Sahagún, Córdoba, Colombia",54,,,8.639163,-75.4883765
679,158,LPL614,Drive,Jun 01 2025 06:47 AM,,"Via Principal El Viejano, El Viajano, Sahagún, Córdoba, Colombia",20,,,8.6317828,-75.4814201
680,157,LPL614,Drive,Jun 01 2025 06:45 AM,,"El Viajano - Pueblo Nuevo, Sahagún, Córdoba, Colombia",61,,,8.624837,-75.4814521
681,156,LPL614,Drive,Jun 01 2025 06:45 AM,,"Km 30 de la vía Planeta Rica - Sahagún, , Córdoba",59,,,8.6189796,-75.4799895
682,155,LPL614,Drive,Jun 01 2025 06:44 AM,,"El Viajano - Pueblo Nuevo, Sahagún, Córdoba, Colombia",56,,,8.615865,-75.4827505
689,148,LPL614,Drive,Jun 01 2025 06:38 AM,,"Km 25 de la vía Planeta Rica - Sahagún, , Córdoba",78,,,8.5778158,-75.4847363
691,146,LPL614,Drive,Jun 01 2025 06:37 AM,,"Km 24 de la vía Planeta Rica - Sahagún, , Córdoba",62,,,8.572026,-75.4827281
692,145,LPL614,Drive,Jun 01 2025 06:36 AM,,"Km 23 de la vía Planeta Rica - Sahagún, , Córdoba",49,,,8.5643898,-75.4849298
693,144,LPL614,Drive,Jun 01 2025 06:36 AM,,"Km 23 de la vía Planeta Rica - Sahagún, , Córdoba",46,,,8.5639471,-75.4867516
694,143,LPL614,Drive,Jun 01 2025 06:35 AM,,"Km 22 de la vía Planeta Rica - Sahagún, , Córdoba",37,,,8.555631,-75.4960781
695,142,LPL614,Drive,Jun 01 2025 06:34 AM,,"HG33+4M Pueblo Nuevo, Córdoba, Colombia",49,,,8.552895,-75.4957646
696,141,LPL614,Drive,Jun 01 2025 06:34 AM,,"Pueblo Nuevo - El Viajano, El Varal, Pueblo Nuevo, Córdoba, Colombia",46,,,8.5517103,-75.4964228
697,140,LPL614,Drive,Jun 01 2025 06:33 AM,,"HG22+4V Pueblo Nuevo, Córdoba, Colombia",30,,,8.5502966,-75.4977978
698,139,LPL614,Drive,Jun 01 2025 06:31 AM,,"Pueblo Nuevo-El Varal, Pueblo Nuevo, Córdoba, Colombia",69,,,8.5393881,-75.503183
699,138,LPL614,Drive,Jun 01 2025 06:30 AM,,"Km 18 de la vía Planeta Rica - Sahagún, , Córdoba, Colombia",67,,,8.5256255,-75.5056156
700,137,LPL614,Drive,Jun 01 2025 06:30 AM,,"Km 18 de la vía Planeta Rica - Sahagún, , Córdoba",67,,,8.5248841,-75.5058575
701,136,LPL614,Drive,Jun 01 2025 06:28 AM,,"Cra. 12 #22 22, Pueblo Nuevo, Córdoba, Colombia",49,,,8.5116686,-75.5100325
703,134,LPL614,Drive,Jun 01 2025 06:26 AM,,"25, Pueblo Nuevo, Córdoba, Colombia",69,,,8.4962056,-75.5145005
705,132,LPL614,Drive,Jun 01 2025 06:25 AM,,"Pueblo Nuevo-Planeta Rica, Pueblo Nuevo, Córdoba, Colombia",70,,,8.4831731,-75.5168573
708,129,LPL614,Drive,Jun 01 2025 06:24 AM,,"Km 12 de la vía Planeta Rica - Sahagún, , Córdoba",51,,,8.4741406,-75.5228453
709,128,LPL614,Drive,Jun 01 2025 06:23 AM,,"Pueblo Nuevo-Planeta Rica, Pueblo Nuevo, Córdoba, Colombia",57,,,8.4684218,-75.5217286
710,127,LPL614,Drive,Jun 01 2025 06:22 AM,,"Pueblo Nuevo-Planeta Rica, Pueblo Nuevo, Córdoba, Colombia",67,,,8.4647011,-75.5218233
711,126,LPL614,Drive,Jun 01 2025 06:21 AM,,"carretera troncal, Pueblo Nuevo, Córdoba, Colombia",57,,,8.4539188,-75.5246221
712,125,LPL614,Drive,Jun 01 2025 06:19 AM,,"Km 8 de la vía Planeta Rica - Sahagún, , Córdoba",51,,,8.4411838,-75.5337466
713,124,LPL614,Drive,Jun 01 2025 06:19 AM,,"Pueblo Nuevo-Planeta Rica, Planeta Rica, Córdoba, Colombia",59,,,8.4410428,-75.5365473
714,123,LPL614,Drive,Jun 01 2025 06:19 AM,,"Pueblo Nuevo-Planeta Rica, Planeta Rica, Córdoba, Colombia",56,,,8.4411568,-75.5374923
715,122,LPL614,Drive,Jun 01 2025 06:18 AM,,"Km 7 de la vía Planeta Rica - Sahagún, , Córdoba",45,,,8.437122,-75.5410253
716,121,LPL614,Drive,Jun 01 2025 06:17 AM,,"Pueblo Nuevo-Planeta Rica, Planeta Rica, Córdoba, Colombia",54,,,8.4350253,-75.5507055
717,120,LPL614,Drive,Jun 01 2025 06:17 AM,,"Pueblo Nuevo-Planeta Rica, Planeta Rica, Córdoba, Colombia",59,,,8.4347336,-75.5516785
718,119,LPL614,Drive,Jun 01 2025 06:16 AM,,"Km 5 de la vía Planeta Rica - Sahagún, , Córdoba",59,,,8.4322863,-75.5519163
719,118,LPL614,Drive,Jun 01 2025 06:16 AM,,"Pueblo Nuevo-Planeta Rica, Planeta Rica, Córdoba, Colombia",57,,,8.4294483,-75.5555701
721,116,LPL614,Drive,Jun 01 2025 06:15 AM,,"CCHQ+8Q Planeta Rica, Cordoba, Colombia",62,,,8.4283728,-75.5605285
722,115,LPL614,Drive,Jun 01 2025 06:15 AM,,"Pueblo Nuevo-Planeta Rica, Planeta Rica, Córdoba, Colombia",67,,,8.428057,-75.5616351
723,114,LPL614,Drive,Jun 01 2025 06:15 AM,,"Pueblo Nuevo-Planeta Rica, Planeta Rica, Córdoba, Colombia",69,,,8.4277848,-75.5620356
724,113,LPL614,Drive,Jun 01 2025 06:13 AM,,"Pueblo Nuevo-Planeta Rica, Planeta Rica, Córdoba, Colombia",0,,,8.4186571,-75.5754546
728,109,LPL614,Drive,Jun 01 2025 06:11 AM,,"25, Planeta Rica, Córdoba, Colombia",72,,,8.3999926,-75.5704006
730,107,LPL614,Drive,Jun 01 2025 06:11 AM,,"25, Planeta Rica, Córdoba, Colombia",70,,,8.3966255,-75.570205
733,104,LPL614,Drive,Jun 01 2025 06:08 AM,,"9CJH+97 Planeta Rica, Cordoba, Colombia",0,,,8.3809005,-75.5718428
734,103,LPL614,Drive,Jun 01 2025 06:07 AM,,"Km 45 de la vía Planeta Rica - La Apartada, , Córdoba",62,,,8.3734355,-75.5683515
735,102,LPL614,Drive,Jun 01 2025 06:06 AM,,"9C8P+X6 Planeta Rica, Cordoba, Colombia",43,,,8.3673168,-75.5644143
