Sequence;Unit;Events;Date;Landmark;Address;Speed;Temperature;Driver;Latitude;Longitude
5640;CCX-791;Parked;Oct 23 2025 02:05 PM;;Concha, Callao, Callao, Callao;0;N/A;;-12.0468883000;-77.1435933000
5639;CCX-791;iButton OUT;Oct 23 2025 01:55 PM;;Concha, Callao, Callao, Callao;0;N/A;;-12.0469011000;-77.1435975000
5638;CCX-791;Ignition OFF;Oct 23 2025 01:55 PM;;Concha, Callao, Callao, Callao;0;N/A;;-12.0469010000;-77.1435975000
5637;CCX-791;Idle Alert;Oct 23 2025 01:36 PM;;Concha, Callao, Callao, Callao;0;N/A;;-12.0468943000;-77.1436058000
5636;CCX-791;Idle - Stop;Oct 23 2025 01:34 PM;;Concha, Callao, Callao, Callao;0;N/A;;-12.0468925000;-77.1436081000
5635;CCX-791;Travel Stop;Oct 23 2025 01:31 PM;;Concha, Callao, Callao, Callao;0;N/A;;-12.0468891000;-77.1436026000
5634;CCX-791;Idle - Stop;Oct 23 2025 01:31 PM;;Concha, Callao, Callao, Callao;0;N/A;;-12.0468096000;-77.1435963000
5633;CCX-791;Drive;Oct 23 2025 01:31 PM;;Concha, Callao, Callao, Callao;9;N/A;;-12.0468185000;-77.1436903000
5632;CCX-791;Drive;Oct 23 2025 01:31 PM;;Concha, Callao, Callao, Callao;12;N/A;;-12.0468358000;-77.1437845000
5631;CCX-791;Drive;Oct 23 2025 01:30 PM;;Av Raygada-42, Callao, Callao, Callao;12;N/A;;-12.0493530000;-77.1440270000
5630;CCX-791;Drive;Oct 23 2025 01:30 PM;;Av Raygada-41, Callao, Callao, Callao;9;N/A;;-12.0494876000;-77.1440036000
5629;CCX-791;Travel Start;Oct 23 2025 01:30 PM;;Av Raygada-41, Callao, Callao, Callao, Perú;9;N/A;;-12.0494631000;-77.1435880000
5628;CCX-791;Travel Stop;Oct 23 2025 01:29 PM;;Avenida Guardia Chalaca, Callao 07021, Peru;0;N/A;;-12.0494053000;-77.1426300000
5627;CCX-791;Drive;Oct 23 2025 01:29 PM;;Av Raygada-41, Callao, Callao, Callao;0;N/A;;-12.0493688000;-77.1423003000
5626;CCX-791;Geofence OUT;Oct 23 2025 01:28 PM;PLATAFORMA BCI;Av Raygada-56, Callao, Callao, Callao;16;N/A;;-12.0472848000;-77.1424030000
5625;CCX-791;Travel Start;Oct 23 2025 01:28 PM;;Av Raygada-56, Callao, Callao, Callao;16;N/A;;-12.0472848000;-77.1424030000
5624;CCX-791;Idle Alert;Oct 23 2025 12:54 PM;;Av Raygada-57, Callao, Callao, Callao;0;N/A;;-12.0470061000;-77.1418105000
5623;CCX-791;Idle - Stop;Oct 23 2025 12:52 PM;;Av Raygada-57, Callao, Callao, Callao;0;N/A;;-12.0470071000;-77.1418160000
5622;CCX-791;Geofence IN;Oct 23 2025 12:49 PM;PLATAFORMA BCI;Av Raygada-57, Callao, Callao, Callao;0;N/A;;-12.0470151000;-77.1418043000
5621;CCX-791;Travel Stop;Oct 23 2025 12:49 PM;;Av Raygada-57, Callao, Callao, Callao;0;N/A;;-12.0470151000;-77.1418043000
5620;CCX-791;Drive;Oct 23 2025 12:49 PM;;Av Raygada-59, Callao, Callao, Callao;0;N/A;;-12.0471298000;-77.1417500000
5619;CCX-791;Drive;Oct 23 2025 12:49 PM;;Av Raygada-64, Callao, Callao, Callao;12;N/A;;-12.0471773000;-77.1409541000
5618;CCX-791;Idle - Stop;Oct 23 2025 12:48 PM;;Concha, Callao, Callao, Callao;0;N/A;;-12.0456145000;-77.1405455000
