Sequence;Unit;Events;Date;Landmark;Address;Speed;Temperature;Driver;Latitude;Longitude
4008;AWN-709;Parked;Oct 23 2025 02:17 PM;;Av Atalaya, Callao, Callao, Callao, Perú;0;N/A;;-12.0500765000;-77.1392980000
4007;AWN-709;iButton OUT;Oct 23 2025 02:07 PM;;Av Atalaya, Callao, Callao, Callao, Perú;0;N/A;;-12.0499703000;-77.1391971000
4006;AWN-709;Ignition OFF;Oct 23 2025 02:07 PM;;Av Atalaya, Callao, Callao, Callao, Perú;0;N/A;;-12.0499703000;-77.1391971000
4005;AWN-709;Idle Alert;Oct 23 2025 02:06 PM;;Av Atalaya, Callao, Callao, Callao, Perú;8;N/A;;-12.0495686000;-77.1386765000
4004;AWN-709;Idle - Stop;Oct 23 2025 02:04 PM;;Atalaya 260, Callao 07021, Peru;0;N/A;;-12.0497593000;-77.1381050000
4003;AWN-709;Travel Stop;Oct 23 2025 02:01 PM;;Atalaya 260, Callao 07021, Peru;0;N/A;;-12.0497445000;-77.1381310000
4002;AWN-709;Travel Start;Oct 23 2025 02:01 PM;;Atalaya 260, Callao 07021, Peru;12;N/A;;-12.0497010000;-77.1381926000
4001;AWN-709;Ignition ON;Oct 23 2025 01:59 PM;;Av Atalaya, Callao, Callao, Callao;0;N/A;;-12.0499923000;-77.1395211000
4000;AWN-709;Parked;Oct 23 2025 10:33 AM;;Av Atalaya, Callao, Callao, Callao;0;N/A;;-12.0499920000;-77.1395095000
3999;AWN-709;iButton OUT;Oct 23 2025 10:23 AM;;Av Atalaya, Callao, Callao, Callao;0;N/A;;-12.0499873000;-77.1395146000
3998;AWN-709;Ignition OFF;Oct 23 2025 10:23 AM;;Av Atalaya, Callao, Callao, Callao;0;N/A;;-12.0499873000;-77.1395146000
3997;AWN-709;Idle Alert;Oct 23 2025 10:21 AM;;Av Atalaya, Callao, Callao, Callao, Perú;0;N/A;;-12.0499935000;-77.1393130000
3996;AWN-709;Idle - Stop;Oct 23 2025 10:19 AM;;Av Atalaya, Callao, Callao, Callao, Perú;0;N/A;;-12.0498115000;-77.1392046000
3995;AWN-709;Geofence IN;Oct 23 2025 10:16 AM;DQM1;Av Atalaya, Callao, Callao, Callao;0;N/A;;-12.0500628000;-77.1396125000
3994;AWN-709;Travel Stop;Oct 23 2025 10:16 AM;;Av Atalaya, Callao, Callao, Callao;0;N/A;;-12.0500628000;-77.1396125000
3993;AWN-709;Drive;Oct 23 2025 10:16 AM;;Av Guardia Chalaca, Callao, Callao, Callao;20;N/A;;-12.0511266000;-77.1404656000
3992;AWN-709;Drive;Oct 23 2025 10:16 AM;;Av Guardia Chalaca-91, Callao, Callao, Callao;0;N/A;;-12.0512291000;-77.1405096000
3991;AWN-709;Drive;Oct 23 2025 10:15 AM;;Av Guardia Chalaca-28, Callao, Callao, Callao;38;N/A;;-12.0516563000;-77.1398735000
3990;AWN-709;Drive;Oct 23 2025 10:14 AM;;Av Republica Argentina-77, Callao, Callao, Callao;20;N/A;;-12.0515675000;-77.1346933000
3989;AWN-709;Travel Start;Oct 23 2025 10:14 AM;;Av Contralmirante Mora-9, Callao, Callao, Callao;16;N/A;;-12.0511356000;-77.1343106000
3988;AWN-709;Ignition ON;Oct 23 2025 10:13 AM;;Tercera-32, Callao, Callao, Callao, Perú;0;N/A;;-12.0504910000;-77.1349196000
3987;AWN-709;iButton OUT;Oct 23 2025 10:07 AM;;Tercera-32, Callao, Callao, Callao, Perú;0;N/A;;-12.0504965000;-77.1349313000
3986;AWN-709;Ignition OFF;Oct 23 2025 10:07 AM;;Tercera-32, Callao, Callao, Callao, Perú;0;N/A;;-12.0504965000;-77.1349313000
3985;AWN-709;Drive;Oct 23 2025 10:06 AM;;Tercera-5, Callao, Callao, Callao;17;N/A;;-12.0505260000;-77.1355481000
3984;AWN-709;Drive;Oct 23 2025 10:06 AM;;Tercera-88, Callao, Callao, Callao;12;N/A;;-12.0500356000;-77.1360968000
3983;AWN-709;Drive;Oct 23 2025 10:06 AM;;Segunda, Callao, Callao, Callao;17;N/A;;-12.0492748000;-77.1356608000
3982;AWN-709;Drive;Oct 23 2025 10:05 AM;;Setima, Callao, Callao, Callao;14;N/A;;-12.0491916000;-77.1356596000
3981;AWN-709;Drive;Oct 23 2025 10:05 AM;;Av Atalaya-91, Callao, Callao, Callao;9;N/A;;-12.0483713000;-77.1366363000
3980;AWN-709;Geofence OUT;Oct 23 2025 10:05 AM;DQM1;Av Atalaya, Callao, Callao, Callao;28;N/A;;-12.0490808000;-77.1385256000
3979;AWN-709;Travel Start;Oct 23 2025 10:05 AM;;Av Atalaya, Callao, Callao, Callao;28;N/A;;-12.0490808000;-77.1385256000
3978;AWN-709;Ignition ON;Oct 23 2025 10:02 AM;;Av Atalaya, Callao, Callao, Callao;0;N/A;;-12.0499866000;-77.1395510000
3977;AWN-709;Parked;Oct 23 2025 09:45 AM;;Av Atalaya, Callao, Callao, Callao;0;N/A;;-12.0499811000;-77.1395265000
3976;AWN-709;Parked;Oct 23 2025 05:45 AM;;Av Atalaya, Callao, Callao, Callao;0;N/A;;-12.0499930000;-77.1395336000
3975;AWN-709;iButton OUT;Oct 23 2025 05:35 AM;;Av Atalaya, Callao, Callao, Callao;0;N/A;;-12.0499783000;-77.1395511000
3974;AWN-709;Ignition OFF;Oct 23 2025 05:35 AM;;Av Atalaya, Callao, Callao, Callao;0;N/A;;-12.0499783000;-77.1395511000
3973;AWN-709;Ignition ON;Oct 23 2025 05:35 AM;;Av Atalaya, Callao, Callao, Callao;0;N/A;;-12.0499800000;-77.1395466000
3972;AWN-709;iButton OUT;Oct 23 2025 05:35 AM;;Av Atalaya, Callao, Callao, Callao;0;N/A;;-12.0499831000;-77.1395525000
3971;AWN-709;Ignition OFF;Oct 23 2025 05:35 AM;;Av Atalaya, Callao, Callao, Callao;0;N/A;;-12.0499831000;-77.1395525000
3970;AWN-709;Idle - Stop;Oct 23 2025 05:34 AM;;Av Atalaya, Callao, Callao, Callao;0;N/A;;-12.0499725000;-77.1395635000
3969;AWN-709;Ignition ON;Oct 23 2025 05:31 AM;;Av Atalaya, Callao, Callao, Callao, Perú;0;N/A;;-12.0499581000;-77.1392045000
3968;AWN-709;Parked;Oct 23 2025 05:26 AM;;Av Atalaya, Callao, Callao, Callao, Perú;0;N/A;;-12.0499828000;-77.1391866000
3967;AWN-709;Parked;Oct 23 2025 01:26 AM;;Av Atalaya, Callao, Callao, Callao, Perú;0;N/A;;-12.0499965000;-77.1392350000
3966;AWN-709;Parked;Oct 22 2025 09:26 PM;;Av Atalaya, Callao, Callao, Callao, Perú;0;N/A;;-12.0499843000;-77.1392018000
3965;AWN-709;Parked;Oct 22 2025 05:26 PM;;Av Atalaya, Callao, Callao, Callao, Perú;0;N/A;;-12.0500118000;-77.1392178000
3964;AWN-709;iButton OUT;Oct 22 2025 05:16 PM;;Av Atalaya, Callao, Callao, Callao, Perú;0;N/A;;-12.0499653000;-77.1391976000
3963;AWN-709;Ignition OFF;Oct 22 2025 05:16 PM;;Av Atalaya, Callao, Callao, Callao, Perú;0;N/A;;-12.0499653000;-77.1391976000
3962;AWN-709;Travel Stop;Oct 22 2025 05:15 PM;;Av Atalaya, Callao, Callao, Callao, Perú;0;N/A;;-12.0499900000;-77.1391915000
3961;AWN-709;Drive;Oct 22 2025 05:15 PM;;Av Atalaya, Callao, Callao, Callao, Perú;12;N/A;;-12.0500558000;-77.1395658000
3960;AWN-709;Drive;Oct 22 2025 05:15 PM;;Av Atalaya, Callao, Callao, Callao;14;N/A;;-12.0500418000;-77.1396355000
3959;AWN-709;Drive;Oct 22 2025 05:15 PM;;Av Atalaya, Callao, Callao, Callao;17;N/A;;-12.0499868000;-77.1396656000
3958;AWN-709;Travel Start;Oct 22 2025 05:14 PM;;Av Atalaya, Callao, Callao, Callao;33;N/A;;-12.0493218000;-77.1389563000
3957;AWN-709;Idle Alert;Oct 22 2025 05:03 PM;;Clhuascar-48, Callao, Callao, Callao, Perú;0;N/A;;-12.0482090000;-77.1370658000
